ID,頭文字,品目名,item_name,小型家電回収対象,出し方,category,出し方のポイント,point,品目名_output,item_name_output,完全一致1,完全一致2,完全一致3
2990,ほ,ポスター,poster,,古紙(雑誌・その他の紙）,Recycle paper (magazines、 other paper),,,ポスター,Poster,poster,nan,nan
2991,ほ,ボトルキャップ(景品や商品として販売・配布されたもの),bottle cap (sold and distributed as prizes and products),,燃やすごみ,Burnable garbage,,,ボトルキャップ(景品や商品として販売・配布されたもの),Bottle cap (sold and distributed as prizes and products),bottle cap (sold and distributed as prizes and products),nan,nan
2992,ほ,保冷バッグ,cold bag,,燃やすごみ,Burnable garbage,,,保冷バッグ,Cold bag,cold bag,nan,nan
2993,ほ,帽子掛け,hanging on a hat,,粗大ごみ,Oversized garbage,木製・プラスチック製で50cm未満のものは燃やすごみへ。金属製で30cm未満のものは小さな金属類へ。,Made of wooden and plastic and less than 50cm to Burnable garbage. Metal and less than 30cm to Small metal itemss.,帽子掛け,Hanging on a hat,hanging on a hat,nan,nan
2994,ほ,ホームベーカリー(金属製),home bakery (made of metal),,小さな金属類,Small metal items,30cm以上のものは粗大ごみへ。,"If you are more than 30cm, go to oversized garbage.",ホームベーカリー(金属製),Home bakery (made of metal),home bakery (made of metal),nan,nan
2995,ほ,防災頭巾,disaster prevention hood,,燃やすごみ,Burnable garbage,,,防災頭巾,Disaster prevention hood,disaster prevention hood,nan,nan
2996,ほ,防腐剤,preservative,,燃やすごみ,Burnable garbage,,,防腐剤,Preservative,preservative,nan,nan
2997,ほ,ポータブルテレビ,portable tv,,家電リサイクル,Home appliance recycle,液晶式テレビで、かつ電源として一次電池又は蓄電池を使用するものは燃やすごみへ。,"If you use a primary battery or storage battery as a LCD TV, to the Burnable garbage.",ポータブルテレビ,Portable TV,portable tv,nan,nan
2998,ほ,ホッピング(ポゴスティック),hopping (pogostic),,粗大ごみ,Oversized garbage,,,ホッピング(ポゴスティック),Hopping (Pogostic),hopping (pogostic),nan,nan
2999,ほ,補正下着,correction underwear,,古布,Used Cloth,,,補正下着,Correction underwear,correction underwear,nan,nan
3000,ほ,防塵マスク、マスク,dust -proof mask /mask,,燃やすごみ,Burnable garbage,,,防塵マスク,Dust -proof mask,dust -proof mask,nan,nan
3001,ほ,包帯,bandage,,燃やすごみ,Burnable garbage,,,包帯,bandage,bandage,nan,nan
3002,ほ,ホームサウナ,home sauna,,粗大ごみ,Oversized garbage,重量・サイズによっては一部除外あり。,"Depending on the weight and size, there are some exclusions.",ホームサウナ,Home sauna,home sauna,nan,nan
3003,ほ,ポケットベル,pocket bell,,燃やすごみ,Burnable garbage,,,ポケットベル,Pocket bell,pocket bell,nan,nan
3004,ほ,ホットサンドメーカー(プラスチック製),hot sand maker (made of plastic),,燃やすごみ,Burnable garbage,金属プレートは小さな金属類へ。,Metal plates are to Small metal itemss.,ホットサンドメーカー(プラスチック製),Hot sand maker (made of plastic),hot sand maker (made of plastic),nan,nan
3005,ほ,ボタン,button,,燃やすごみ,Burnable garbage,金属製のものは小さな金属類へ。,Metal ones go to Small metal itemss.,ボタン,button,button,nan,nan
3006,ほ,ポテトチップスの容器(紙製:筒状),potato chips container (paper: cylindrical),,燃やすごみ,Burnable garbage,底が金属製で外せるものは、外して小さな金属類へ。汚れていないもの(中身が別包装の場合)で、内側がアルミ貼りでないものは古紙(雑誌・その他の紙)へ。,"If the bottom is metal and can be removed, remove it to a Small metal items. If it is not dirty (if the contents are separate wrapping), the inside is not an aluminum pasting to the used paper (magazine / other paper).",ポテトチップスの容器(紙製:筒状),Potato chips container (paper: cylindrical),potato chips container (paper: cylindrical),nan,nan
3007,ほ,防虫剤(プレートタイプ),insect repellent (plate type),,燃やすごみ,Burnable garbage,,,防虫剤(プレートタイプ),Insect repellent (plate type),insect repellent (plate type),nan,nan
3008,ほ,補助便座,auxiliary toilet seat,,燃やすごみ,Burnable garbage,50cm以上のものは粗大ごみへ。,"If it is more than 50cm, go to the oversized garbage.",補助便座,Auxiliary toilet seat,auxiliary toilet seat,nan,nan
3009,ほ,ホットパネル,hot panel,,粗大ごみ,Oversized garbage,50cm未満のものは燃やすごみへ。,Those who are less than 50cm are to Burnable garbage.,ホットパネル,Hot panel,hot panel,nan,nan
3010,ほ,ホットビューラー,hot viewer,◎,燃やすごみ,Burnable garbage,電池・充電池は抜く。充電池は回収協力店へ。充電池を取り外せないものは、他の燃やすごみとは別の袋で出す。,"Pull out the battery and rechargeable batteries. The rechargeable battery goes to the collection cooperating store. If the rechargeable battery cannot be removed, put it in a bag different from other Burnable garbage.",ホットビューラー,Hot viewer,hot viewer,nan,nan
3011,ほ,ホームプレート(野球),home plate (baseball),,燃やすごみ,Burnable garbage,,,ホームプレート(野球),Home plate (baseball),home plate (baseball),nan,nan
3012,ほ,保温弁当箱、弁当箱,warm -hearted lunch box /lunch box,,燃やすごみ,Burnable garbage,金属製(または金属ケース部分)は小さな金属類へ。,Metal (or metal case part) to Small metal itemss.,保温弁当箱,Warm -hearted lunch box,warm -hearted lunch box,nan,nan
3013,ほ,防虫シート,insect repellent sheet,,燃やすごみ,Burnable garbage,,,防虫シート,Insect repellent sheet,insect repellent sheet,nan,nan
3014,ほ,ポット型浄水器(プラスチック製),pot -type water purifier (made of plastic),,燃やすごみ,Burnable garbage,50cm以上のものは粗大ごみへ。,"If it is more than 50cm, go to the oversized garbage.",ポット型浄水器(プラスチック製),Pot -type water purifier (made of plastic),pot -type water purifier (made of plastic),nan,nan
3015,ほ,ボビンケース(プラスチック製),bobin case (made of plastic),,燃やすごみ,Burnable garbage,金属製のものは小さな金属類へ。,Metal ones go to Small metal itemss.,ボビンケース(プラスチック製),Bobin case (made of plastic),bobin case (made of plastic),nan,nan
3016,ほ,芳香剤容器(びん),air freshman container (bottle),,燃えないごみ,Non-burnable garbage,中身を使い切ってから。新聞紙等に包み品名を表示する。,After using up the contents. Wrap the product name in newspapers.,芳香剤容器(びん),Air freshman container (bottle),air freshman container (bottle),nan,nan
3017,ほ,ホースリール(リール部分が金属製で30cm未満のもの),hose reel (the reel part is metal and less than 30cm),,小さな金属類,Small metal items,ホースは取り外して燃やすごみへ。,Remove the hose to burn it.,ホースリール(リール部分が金属製で30cm未満のもの),Hose reel (the reel part is metal and less than 30cm),hose reel (the reel part is metal and less than 30cm),nan,nan
3018,ほ,ホースリール(リール部分が金属製で30cm以上のもの),hose reel (the reel part is metal and is 30cm or more),,粗大ごみ,Oversized garbage,,,ホースリール(リール部分が金属製で30cm以上のもの),Hose reel (the reel part is metal and is 30cm or more),hose reel (the reel part is metal and is 30cm or more),nan,nan
3019,ほ,ホイッスル,whistle,,燃やすごみ,Burnable garbage,金属製のものは小さな金属類へ。,Metal ones go to Small metal itemss.,ホイッスル,whistle,whistle,nan,nan
3020,ほ,哺乳びんの乳首,big bottle nipple,,燃やすごみ,Burnable garbage,,,哺乳びんの乳首,Big bottle nipple,big bottle nipple,nan,nan
3021,ほ,蛍石,fluffy stone,,燃えないごみ,Non-burnable garbage,,,蛍石,Fluffy stone,fluffy stone,nan,nan
3022,ほ,保温ジャー,heat insulation jar,,粗大ごみ,Oversized garbage,30cm未満のものは小さな金属類へ。,Those with less than 30cm to Small metal itemss.,保温ジャー,Heat insulation jar,heat insulation jar,nan,nan
3023,ほ,保存ビン,preserved bottle,,燃えないごみ,Non-burnable garbage,,,保存ビン,Preserved bottle,preserved bottle,nan,nan
3024,ほ,ボトルラック,bottle rack,,粗大ごみ,Oversized garbage,,,ボトルラック,Bottle rack,bottle rack,nan,nan
3025,ほ,方位磁石、方位磁針、コンパス,directional magnet /compass needle /compass,,燃やすごみ,Burnable garbage,,,方位磁石,Directional magnet,directional magnet,nan,nan
3026,ほ,防犯ブザー,security buzzer,,燃やすごみ,Burnable garbage,,,防犯ブザー,Security buzzer,security buzzer,nan,nan
3027,ほ,ボールタップ,ball tap,,燃やすごみ,Burnable garbage,ボール部分が金属製の場合は小さな金属類へ。,"If the ball is made of metal, go to a Small metal items.",ボールタップ,Ball tap,ball tap,nan,nan
3028,ほ,ホック,hook / buckle?,,小さな金属類,Small metal items,,,ホック,Hook,hook,nan,nan
3029,ほ,防災シート,disaster prevention sheet,,燃やすごみ,Burnable garbage,,,防災シート,Disaster prevention sheet,disaster prevention sheet,nan,nan
3030,ほ,防水シーツ、吸水シーツ,waterproof sheets / water -absorbing sheets,,燃やすごみ,Burnable garbage,畳んで50cm以上のものは粗大ごみへ。,"If you fold and fold more than 50cm, go to the oversized garbage.",防水シーツ、吸水シーツ,Waterproof sheets、 water -absorbing sheets,waterproof sheets、 water -absorbing sheets,nan,nan
3031,ほ,ポリキャップ,polycap,,燃やすごみ,Burnable garbage,,,ポリキャップ,Polycap,polycap,nan,nan
3032,ほ,防草シート,best sheed sheet,,燃やすごみ,Burnable garbage,畳んで50cm以上のものは粗大ごみへ。,"If you fold and be 50 cm or more, go to the oversized garbage.",防草シート,Best sheed sheet,best sheed sheet,nan,nan
3033,ほ,防音材,soundproofing material,,粗大ごみ,Oversized garbage,,,防音材,Soundproofing material,soundproofing material,nan,nan
3034,ほ,ホースカバー,hose cover,,燃やすごみ,Burnable garbage,,,ホースカバー,Hose cover,hose cover,nan,nan
3037,ほ,ホースバンド,hose band,,小さな金属類,Small metal items,樹脂製の物は燃やすごみ。,Resin is Burnable garbage.,ホースバンド,Hose band,hose band,nan,nan
3038,ほ,ボールハウス,ball house,,粗大ごみ,Oversized garbage,折りたたんで一番長い辺が50cm未満のものは、燃やすごみへ。,"If the longest side is less than 50cm folded, go to the Burnable garbage.",ボールハウス,Ball house,ball house,nan,nan
3039,ほ,ポリッシャー,polisher,,小さな金属類,Small metal items,30cm以上のものは粗大ごみへ。,"If you are 30cm or more, go to oversized garbage.",ポリッシャー,Polisher,polisher,nan,nan
3040,ほ,保温器,heater,,粗大ごみ,Oversized garbage,,,保温器,Heater,heater,nan,nan
3041,ほ,防炎カバー,flameproof cover,,燃やすごみ,Burnable garbage,,,防炎カバー,Flameproof cover,flameproof cover,nan,nan
3042,ほ,保温カップ(プラスチック製),heat insulation cup (made of plastic),,燃やすごみ,Burnable garbage,金属製のものは小さな金属類へ。ガラス製のものは燃えないごみへ。,Metal ones are to Small metal itemss. Glass is for non -burnable garbage.,保温カップ(プラスチック製),Heat insulation cup (made of plastic),heat insulation cup (made of plastic),nan,nan
3043,ほ,ポールスタンド(金属製),paul stand (metal),,小さな金属類,Small metal items,30cm以上のものは粗大ごみへ プラスチック製のものは燃やすごみへ。,Thirty -30 cm or more are oversized garbage to plastic to burn.,ポールスタンド(金属製),Paul stand (metal),paul stand (metal),nan,nan
3044,ほ,ポケットコンピュータ,pocket computer,◎,燃やすごみ,Burnable garbage,充電池は回収協力店へ。充電池を取り外せないものは、他の燃やすごみとは別の袋で出す。,"The rechargeable battery goes to the collection cooperating store. If the rechargeable battery cannot be removed, put it in a bag different from other Burnable garbage.",ポケットコンピュータ,Pocket computer,pocket computer,nan,nan
3045,ほ,包丁とぎ(プラスチック製),kitchen knife (made of plastic),,燃やすごみ,Burnable garbage,,,包丁とぎ(プラスチック製),Kitchen knife (made of plastic),kitchen knife (made of plastic),nan,nan
3046,ほ,ボウリングのピン,bowling pin,,燃やすごみ,Burnable garbage,,,ボウリングのピン,Bowling pin,bowling pin,nan,nan
3047,ほ,ポンポン,pom pom,,燃やすごみ,Burnable garbage,,,ポンポン,Pom pom,pom pom,nan,nan
3048,ほ,保温シート,heat insulation sheet,,燃やすごみ,Burnable garbage,,,保温シート,Heat insulation sheet,heat insulation sheet,nan,nan
3049,ほ,放熱板,heat plate,,小さな金属類,Small metal items,,,放熱板,Heat plate,heat plate,nan,nan
3050,ほ,防虫剤のケース,inspect -repellent case,,プラスチック製容器包装,Plastic containers and packaging,,,防虫剤のケース,Inspect -repellent case,inspect -repellent case,nan,nan
3051,ほ,防水カバー,waterproof cover,,燃やすごみ,Burnable garbage,,,防水カバー,Waterproof cover,waterproof cover,nan,nan
3052,ほ,ボウル(調理器具等・ガラス製),bowl (made of cooking utensils / glasses),,燃えないごみ,Non-burnable garbage,,,ボウル(調理器具等・ガラス製),Bowl (made of cooking utensils、 glasses),bowl (made of cooking utensils、 glasses),nan,nan
3053,ほ,ポーション(ガムシロップ等のプラスチック容器),potion (plastic container such as gum syrup),,プラスチック製容器包装,Plastic containers and packaging,,,ポーション(ガムシロップ等のプラスチック容器),Potion (plastic container such as gum syrup),potion (plastic container such as gum syrup),nan,nan
3054,ほ,ホースクリップ(金属製),horse clip (metal),,小さな金属類,Small metal items,プラスチック製のものは燃やすごみへ。,Plastic ones are to burn garbage.,ホースクリップ(金属製),Horse clip (metal),horse clip (metal),nan,nan
3055,ほ,保温プレート(石版・セラミック製),heat insulation plate (made of lithograph / ceramic),,燃えないごみ,Non-burnable garbage,,,保温プレート(石版・セラミック製),Heat insulation plate (made of lithograph / ceramic),heat insulation plate (made of lithograph / ceramic),nan,nan
3056,ほ,保温鍋,hot pot,◎,小さな金属類,Small metal items,プラスチック製のものは燃やすごみへ。,Plastic ones are to burn garbage.,保温鍋,Hot pot,hot pot,nan,nan
3057,ほ,包帯どめ,bandage,,燃やすごみ,Burnable garbage,,,包帯どめ,Bandage,bandage,nan,nan
3058,ほ,防炎クロス,flameproof cloth,,燃やすごみ,Burnable garbage,,,防炎クロス,Flameproof cloth,flameproof cloth,nan,nan
3059,ほ,ホームロッカー,home locker,,粗大ごみ,Oversized garbage,,,ホームロッカー,Home locker,home locker,nan,nan
3060,ほ,ボディータオル、ボディタオル,body towel,,燃やすごみ,Burnable garbage,,,ボディータオル,Body towel,body towel,nan,nan
3061,ほ,母乳パッド,breast milk pad,,燃やすごみ,Burnable garbage,,,母乳パッド,Breast milk pad,breast milk pad,nan,nan
3062,ほ,ボトルガムの容器,bottle gum container,,プラスチック製容器包装,Plastic containers and packaging,,,ボトルガムの容器,Bottle gum container,bottle gum container,nan,nan
3063,ほ,ボウケース,row case,,粗大ごみ,Oversized garbage,,,ボウケース,Row case,row case,nan,nan
3064,ほ,ポータブル扇風機、ポータブルファン、ハンディ―クーラ―、手持ちクーラー,portable fan,◎,燃やすごみ,Burnable garbage,電池・充電池は抜く。充電池は回収協力店へ。充電池を取り外せないものは、他の燃やすごみとは別の袋で出す。金属製のものは小さな金属類へ。,"Pull out the battery and rechargeable batteries. The rechargeable battery goes to the collection cooperating store. If the rechargeable battery cannot be removed, put it in a bag different from other Burnable garbage. Metal ones are to Small metal itemss.",ポータブル扇風機,Portable fan,portable fan,nan,nan
3065,ほ,保存食品(プラスチック製容器に入っているもの),preserved foods (in plastic containers),,燃やすごみ,Burnable garbage,包装はプラスチック製容器包装へ。,Packaging to plastic container packaging.,保存食品(プラスチック製容器に入っているもの),Preserved foods (in plastic containers),preserved foods (in plastic containers),nan,nan
3066,ほ,防カビ用のくん煙剤,smoke for anti -mold,,プラスチック製容器包装,Plastic containers and packaging,使い切って出す。内側の金属容器は小さな金属類へ。,Use up and put it out. The inner metal container is to a Small metal items.,防カビ用のくん煙剤,Smoke for anti -mold,smoke for anti -mold,nan,nan
3067,ほ,干物用ざる_,dried out,,粗大ごみ,Oversized garbage,50cm未満のものは燃やすごみへ。,Those who are less than 50cm are to Burnable garbage.,干物用ざる_,Dried out,dried out,nan,nan
3068,ほ,ポップコーンメーカー,popcorn manufacturer,,燃やすごみ,Burnable garbage,50cm以上のものは粗大ごみへ。,"If it is more than 50cm, go to the oversized garbage.",ポップコーンメーカー,Popcorn manufacturer,popcorn manufacturer,nan,nan
3069,ほ,干し網,dried net,,燃やすごみ,Burnable garbage,50cm以上のものは粗大ごみへ。,"If it is more than 50cm, go to the oversized garbage.",干し網,Dried net,dried net,nan,nan
3070,ほ,ポップコーンケース,popcorn case,,プラスチック製容器包装,Plastic containers and packaging,ケースのみを購入した場合は燃やすごみへ。,"If you purchase only the case, go to the Burnable garbage.",ポップコーンケース,Popcorn case,popcorn case,nan,nan
3071,ほ,防虫剤(スプレータイプ),insect repellent (spray type),,プラスチック製容器包装,Plastic containers and packaging,,,防虫剤(スプレータイプ),Insect repellent (spray type),insect repellent (spray type),nan,nan
3072,ほ,盆提灯,bon lantern,,燃やすごみ,Burnable garbage,50cm以上のものは粗大ごみへ。,"If it is more than 50cm, go to the oversized garbage.",盆提灯,Bon lantern,bon lantern,nan,nan
3073,ほ,雪洞,snow cave,,燃やすごみ,Burnable garbage,電球等があれば外して燃えないごみへ。50cm以上のものは粗大ごみへ。,"If there is a light bulb, etc., it will be removed and does not burn. If it is more than 50cm, go to the oversized garbage.",雪洞,Snow cave,snow cave,nan,nan
3074,ほ,防毒マスク,gas mask,,燃やすごみ,Burnable garbage,,,防毒マスク,gas mask,gas mask,nan,nan
3075,ほ,防犯用窓ロック(金属製),crime prevention window lock (metal),,小さな金属類,Small metal items,,,防犯用窓ロック(金属製),Crime prevention window lock (metal),crime prevention window lock (metal),nan,nan
3076,ほ,防犯用窓ロック(プラスチック製),crime prevention window lock (made of plastic),,燃やすごみ,Burnable garbage,,,防犯用窓ロック(プラスチック製),Crime prevention window lock (made of plastic),crime prevention window lock (made of plastic),nan,nan
3077,ほ,ホッケーのスティック,hockey stick,,粗大ごみ,Oversized garbage,,,ホッケーのスティック,Hockey stick,hockey stick,nan,nan
3079,ほ,哺乳瓶立て,baby bottle,,燃やすごみ,Burnable garbage,,,哺乳瓶立て,Baby bottle,baby bottle,nan,nan
3080,ほ,ほ乳瓶消毒ケース・哺乳瓶ウォーマー,both bottle disinfecting case / baby bottle warmer,,燃やすごみ,Burnable garbage,ピッチャーなどガラスのパーツは燃えないごみへ。,Glass parts such as pitchers are not Burnable garbage.,ほ乳瓶消毒ケース・哺乳瓶ウォーマー,Both bottle disinfecting case / baby bottle warmer,both bottle disinfecting case / baby bottle warmer,nan,nan
3081,ほ,ホイップクリームの缶(スプレー缶タイプ),whipped cream can (spray can type),,スプレー缶,Spray cans,"中身を使い切って 穴はあけない。キャップはプラスチック製容器包装へ。中身が出せなくなったものについては<a href=""http://www.city.yokohama.lg.jp/shigen/sub-soshiki/jimusho/"">収集事務所</a>に相談。","Do not make holes by using up the contents. Caps should be put into plastic containers and packaging. For items that cannot be taken out, consult the <a href=""http://www.city.yokohama.lg.jp/shigen/sub-soshiki/jimusho/"">collection office</a>.. The cap is to plastic container wrapping. For those that can no longer be put out, consult with <a href=""http://www.city.yokohama.lg.jp/shigen/sub-soshiki/jimusho/""> Collection Office </a>.",ホイップクリームの缶(スプレー缶タイプ),Whipped cream can (spray can type),whipped cream can (spray can type),nan,nan
3082,ほ,ボトルシップ,bottleship,,燃えないごみ,Non-burnable garbage,,,ボトルシップ,Bottleship,bottleship,nan,nan
3083,ほ,本の帯,book obi,,古紙(雑誌・その他の紙）,Recycle paper (magazines、 other paper),本と一緒に出すこともできます。,You can also put it out with the book.,本の帯,Book Obi,book obi,nan,nan
3084,ま,マーガリンの外箱(紙製),margarine outer box (made of paper),,古紙(雑誌・その他の紙）,Recycle paper (magazines、 other paper),折りたたんでから。,Folded.,マーガリンの外箱(紙製),Margarine outer box (made of paper),margarine outer box (made of paper),nan,nan
3085,ま,マーガリンの容器(プラスチック製),margarine container (made of plastic),,プラスチック製容器包装,Plastic containers and packaging,,,マーガリンの容器(プラスチック製),Margarine container (made of plastic),margarine container (made of plastic),nan,nan
3086,ま,枕,pillow,,燃やすごみ,Burnable garbage,,,枕,pillow,pillow,nan,nan
3087,ま,マッサージ機,massage machine,,粗大ごみ,Oversized garbage,50cm未満のものは燃やすごみへ(充電式のものの充電池は回収協力店へ。充電池を取り外せないものは、他の燃やすごみとは別の袋で出す)。,"Those with less than 50cm are to the Burnable garbage (the rechargeable -type rechargeable battery is to the rechargeable cooperating store. If the rechargeable battery cannot be removed, put it in a bag different from other Burnable garbage).",マッサージ機,Massage machine,massage machine,nan,nan
3088,ま,まな板(木製、プラスチック製),mana board (wooden / plastic),,燃やすごみ,Burnable garbage,,,まな板(木製、プラスチック製),Mana board (wooden、 plastic),mana board (wooden、 plastic),nan,nan
3089,ま,マヨネーズの外包装,out -of -packaging mayonnaise,,プラスチック製容器包装,Plastic containers and packaging,,,マヨネーズの外包装,Out -of -packaging mayonnaise,out -of -packaging mayonnaise,nan,nan
3090,ま,マヨネーズの容器(プラスチック製)、マヨネーズ,mayonnaise container (made of plastic),,プラスチック製容器包装,Plastic containers and packaging,,,マヨネーズの容器(プラスチック製),Mayonnaise container (made of plastic),mayonnaise container (made of plastic),nan,nan
3091,ま,万年筆,fountain pen,,燃やすごみ,Burnable garbage,,,万年筆,fountain pen,fountain pen,nan,nan
3092,ま,マグカップ,mug,,燃えないごみ,Non-burnable garbage,プラスチック製のものは燃やすごみへ。,Plastic ones are to burn garbage.,マグカップ,Mug,mug,nan,nan
3093,ま,まくらカバー,pillow cover,,古布,Used Cloth,汚れのひどいものは燃やすごみへ。,Serious things with dirt are to burn garbage.,まくらカバー,Pillow cover,pillow cover,nan,nan
3094,ま,マスク,mask,,燃やすごみ,Burnable garbage,ごみ袋は空気を抜いて、しっかりしばって封をしてから。,Garbage bags should be removed and sealed firmly.,マスク,mask,mask,nan,nan
3095,ま,マッサージチェアー,massage chair,,粗大ごみ,Oversized garbage,,,マッサージチェアー,Massage chair,massage chair,nan,nan
3096,ま,マッチ,match,,燃やすごみ,Burnable garbage,水にぬらして出す。,Wet it in water.,マッチ,Match,match,nan,nan
3097,ま,窓ガラス,window glass,,粗大ごみ,Oversized garbage,50cm未満のものは燃えないごみへ。,Those with less than 50cm are not Burnable garbage.,窓ガラス,Window glass,window glass,nan,nan
3098,ま,窓付き封筒,envelope with windows,,古紙(雑誌・その他の紙）,Recycle paper (magazines、 other paper),窓のフィルム部分は燃やすごみへ。フィルム部分がグラシン紙の場合はそのまま古紙へ。,"The film part of the window is to Burnable garbage. If the film part is grasin paper, go to the old paper as it is.",窓付き封筒,Envelope with windows,envelope with windows,nan,nan
3099,ま,マネキン,mannequin,,粗大ごみ,Oversized garbage,事業で排出するものは、事業系ごみ。,What is excreted in the business is business garbage.,マネキン,mannequin,mannequin,nan,nan
3100,ま,マフラー、首巻,scarf,,古布,Used Cloth,洗濯をして乾かしてから。,After washing and drying.,マフラー,Scarf,scarf,nan,nan
3101,ま,丸いす,round chair,,燃やすごみ,Burnable garbage,50cm以上のものは粗大ごみへ。,"If it is more than 50cm, go to the oversized garbage.",丸いす,Round chair,round chair,nan,nan
3102,ま,麻雀牌・点棒など(プラスチック製),mahjong tiles / dot sticks / etc. (made of plastic),,燃やすごみ,Burnable garbage,陶器製のものは燃えないごみへ。,Pottery products are not Burnable garbage.,麻雀牌・点棒など(プラスチック製),Mahjong tiles、 dot sticks、 etc. (made of plastic),mahjong tiles、 dot sticks、 etc. (made of plastic),nan,nan
3104,ま,マガジンラック(金属製),magazine rack (made of metal),,粗大ごみ,Oversized garbage,30cm未満のものは小さな金属類へ。,Those with less than 30cm to Small metal itemss.,マガジンラック(金属製),Magazine rack (made of metal),magazine rack (made of metal),nan,nan
3105,ま,マガジンラック(金属製以外),magazine rack (other than metal),,燃やすごみ,Burnable garbage,50cm以上のものは粗大ごみへ。,"If it is more than 50cm, go to the oversized garbage.",マガジンラック(金属製以外),Magazine rack (other than metal),magazine rack (other than metal),nan,nan
3106,ま,マットレスパッド,mattress pad,,燃やすごみ,Burnable garbage,畳んで50cm以上のものは粗大ごみへ。,"If you fold and fold more than 50cm, go to the oversized garbage.",マットレスパッド,Mattress pad,mattress pad,nan,nan
3107,ま,松葉杖,crutch,,粗大ごみ,Oversized garbage,,,松葉杖,crutch,crutch,nan,nan
3108,ま,麻雀マット,mahjong mat,,燃やすごみ,Burnable garbage,畳んで50cm以上のものは粗大ごみへ。,"If you fold and fold more than 50cm, go to the oversized garbage.",麻雀マット,Mahjong mat,mahjong mat,nan,nan
3109,ま,マイク(金属製),mike (metal),◎,小さな金属類,Small metal items,プラスチック製のものは燃やすごみへ。,Plastic ones are to burn garbage.,マイク(金属製),Mike (metal),mike (metal),nan,nan
3110,ま,窓枠,window frame,,粗大ごみ,Oversized garbage,,,窓枠,Window frame,window frame,nan,nan
3111,ま,マニキュアのケース(プラスチック製),nail polish case (made of plastic),,プラスチック製容器包装,Plastic containers and packaging,,,マニキュアのケース(プラスチック製),Nail polish case (made of plastic),nail polish case (made of plastic),nan,nan
3112,ま,マニキュアのびん,nail polish bottle,,燃えないごみ,Non-burnable garbage,プラスチック製のふたはプラスチック製容器包装へ。,Plastic lids to plastic container packaging.,マニキュアのびん,Nail polish bottle,nail polish bottle,nan,nan
3113,ま,巻尺(金属製),wind scale (made of metal),,小さな金属類,Small metal items,,,巻尺(金属製),Wind scale (made of metal),wind scale (made of metal),nan,nan
3114,ま,巻尺(プラスチック製),wind scale (made of plastic),,燃やすごみ,Burnable garbage,,,巻尺(プラスチック製),Wind scale (made of plastic),wind scale (made of plastic),nan,nan
3115,ま,マッチ箱,match box,,燃やすごみ,Burnable garbage,,,マッチ箱,Match box,match box,nan,nan
3116,ま,万力,vise,,小さな金属類,Small metal items,30cm以上のものは粗大ごみへ。,"If you are 30cm or more, go to oversized garbage.",万力,vise,vise,nan,nan
3117,ま,マグネットシート,magnet sheet,,燃やすごみ,Burnable garbage,,,マグネットシート,Magnet sheet,magnet sheet,nan,nan
3118,ま,マルチカバー(布製),multi cover (made of cloth),,古布,Used Cloth,,,マルチカバー(布製),Multi cover (made of cloth),multi cover (made of cloth),nan,nan
3119,ま,万歩計,pedometer,◎,燃やすごみ,Burnable garbage,,,万歩計,pedometer,pedometer,nan,nan
3120,ま,マイクスタンド(金属製),mike stand (metal),,粗大ごみ,Oversized garbage,畳んで30cm未満のものは小さな金属類へ。,"If you fold and fall less than 30cm, go to a Small metal items.",マイクスタンド(金属製),Mike stand (metal),mike stand (metal),nan,nan
3121,ま,孫の手,the grandchild's hand,,燃やすごみ,Burnable garbage,,,孫の手,The grandchild's hand,the grandchild's hand,nan,nan
3122,ま,マウスピース,mouthpiece,,燃やすごみ,Burnable garbage,金属製(楽器の一部等)のものは小さな金属類へ。,Metal (part of the musical instrument) is to a Small metal items.,マウスピース,Mouthpiece,mouthpiece,nan,nan
3123,ま,マニキュアの中身,the contents of nail polish,,燃やすごみ,Burnable garbage,ぼろ布等に染み込ませて。,"Let it soak into a ragged cloth, etc.",マニキュアの中身,The contents of nail polish,the contents of nail polish,nan,nan
3124,ま,薪ストーブ,wood-burning stove,,粗大ごみ,Oversized garbage,,,薪ストーブ,Wood-burning stove,wood-burning stove,nan,nan
3125,ま,万華鏡(金属製),kaleidoscope (metal),,小さな金属類,Small metal items,30cm以上のものは粗大ごみへ。,"If you are 30cm or more, go to oversized garbage.",万華鏡(金属製),Kaleidoscope (metal),kaleidoscope (metal),nan,nan
3126,ま,万華鏡(木製・プラスチック製),kaleidoscope (wooden / plastic),,燃やすごみ,Burnable garbage,50cm以上のものは粗大ごみへ。,"If it is more than 50cm, go to oversized garbage.",万華鏡(木製・プラスチック製),Kaleidoscope (wooden / plastic),kaleidoscope (wooden / plastic),nan,nan
3127,ま,薪,firewood,,燃やすごみ,Burnable garbage,50cm未満にする。 50cm以上のものは粗大ごみへ。,"Make less than 50cm. If it is more than 50cm, go to the oversized garbage.",薪,firewood,firewood,nan,nan
3128,ま,まな板スタンド(金属製),mana board stand (made of metal),,小さな金属類,Small metal items,,,まな板スタンド(金属製),Mana board stand (made of metal),mana board stand (made of metal),nan,nan
3129,ま,まな板スタンド(木製・プラスチック製),mana board stand (wooden / plastic),,燃やすごみ,Burnable garbage,,,まな板スタンド(木製・プラスチック製),Mana board stand (wooden / plastic),mana board stand (wooden / plastic),nan,nan
3130,ま,枡,galm,,燃やすごみ,Burnable garbage,,,枡,Galm,galm,nan,nan
